Symbol,Trade,Date,Price,Ex. date,Ex. Price,% chg,Profit,% Profit,Shares,Position value,Cum. Profit,# bars,Profit/bar,MAE,MFE,Scale In/Out
BBY,Long (trail),1/12/1993,2.69328,13/12/1993,2.28996,-14.97%,-768.74,-15.37%,1856.47,5000,-768.74,9,-85.42,-14.97%,6.28%,0/0
EA,Long (trail),1/12/1993,8.5625,29/12/1993,7.25,-15.33%,-786.42,-15.73%,583.942,5000,-1555.17,20,-39.32,-15.33%,5.84%,0/0
CMCSA,Long (trail),1/12/1993,7.82143,25/1/1994,6.31993,-19.20%,-979.87,-19.60%,639.269,5000,-2535.03,39,-25.12,-19.20%,1.00%,0/0
CA,Long (trail),1/12/1993,12.1481,1/2/1994,10.637,-12.44%,-641.95,-12.84%,411.585,5000,-3176.98,44,-14.59,-12.44%,9.45%,0/0
BBBY,Long (trail),1/12/1993,4.3125,3/2/1994,3.55,-17.68%,-904.06,-18.08%,1159.42,5000,-4081.04,46,-19.65,-17.68%,2.90%,0/0
AMGN,Long (trail),1/12/1993,5.84375,7/2/1994,5.2,-11.02%,-570.8,-11.42%,855.615,5000,-4651.84,48,-11.89,-11.02%,11.23%,0/0
HST,Long (trail),1/12/1993,5.16687,2/3/1994,7.70651,49.15%,2437.63,48.75%,967.704,5000,-2214.22,64,38.09,-5.08%,86.44%,0/0
TSO,Long (trail),25/1/1994,5.1875,2/3/1994,4.75,-8.43%,-359.05,-8.93%,774.966,4020.13,-2573.26,26,-13.81,-9.64%,14.46%,0/0
PHM,Long (trail),1/12/1993,4.60938,25/3/1994,3.8625,-16.20%,-830.17,-16.60%,1084.75,5000,-3403.43,81,-10.25,-16.20%,4.75%,0/0
KLAC,Long (trail),1/12/1993,4.8742,28/3/1994,7.03492,44.33%,2196.49,43.93%,1025.81,5000,-1206.94,82,26.79,-13.40%,80.41%,0/0
MCHP,Long (trail),1/2/1994,3.44582,28/3/1994,3.30096,-4.20%,-203.2,-4.66%,1264.74,4358.05,-1410.14,39,-5.21,-10.19%,19.75%,0/0
TROW,Long (trail),1/12/1993,3.63239,29/3/1994,3.67442,1.16%,37.85,0.76%,1376.5,5000,-1372.29,83,0.46,-13.22%,26.45%,0/0
WDC,Long (trail),1/12/1993,5,30/3/1994,8.15,63.00%,3130,62.60%,1000,5000,1757.71,84,37.26,-13.75%,103.75%,0/0
CERN,Long (trail),1/12/1993,2.5,30/3/1994,2.475,-1.00%,-70,-1.40%,2000,5000,1687.71,84,-0.83,-10.00%,23.75%,0/0
XRAY,Long (trail),31/12/1993,7.33333,30/3/1994,6.26667,-14.55%,-632.88,-15.02%,574.579,4213.58,1054.83,63,-10.05,-14.55%,6.82%,0/0
HST,Long (trail),3/3/1994,7.96924,30/3/1994,6.93586,-12.97%,-730.3,-13.33%,687.365,5477.77,324.52,20,-36.52,-12.97%,8.79%,0/0
HUM,Long (trail),1/12/1993,16.625,31/3/1994,17.9,7.67%,363.46,7.27%,300.752,5000,687.98,85,4.28,-3.01%,34.59%,0/0
WDC,Long (trail),31/3/1994,8.4375,12/4/1994,7.8,-7.56%,-408.1,-7.94%,608.791,5136.67,279.88,8,-51.01,-8.89%,15.56%,0/0
JBHT,Long (trail),4/3/1994,6.1875,14/4/1994,5,-19.19%,-1076.85,-19.56%,889.976,5506.73,-796.97,29,-37.13,-19.19%,1.01%,0/0
MCHP,Long (trail),31/3/1994,3.35802,18/4/1994,3.05514,-9.02%,-483.31,-9.41%,1529.67,5136.67,-1280.28,12,-40.28,-9.02%,13.73%,0/0
FLS,Long (trail),9/2/1994,6.33333,6/5/1994,5.33333,-15.79%,-719.35,-16.24%,699.347,4429.2,-1999.63,60,-11.99,-15.79%,5.26%,0/0
KLAC,Long (trail),29/3/1994,7.13542,11/5/1994,7.23592,1.41%,56.12,1.04%,757.382,5404.24,-1943.51,30,1.87,-4.93%,26.76%,0/0
XLNX,Long (trail),31/3/1994,4.16667,17/5/1994,3.70833,-11.00%,-585.03,-11.39%,1232.8,5136.67,-2528.54,32,-18.28,-11.00%,12.50%,0/0
GPS,Long (trail),1/12/1993,5.94444,6/6/1994,5.85185,-1.56%,-97.88,-1.96%,841.121,5000,-2626.43,129,-0.76,-5.61%,23.05%,0/0
FDX,Long (trail),1/12/1993,17.875,1/8/1994,16.15,-9.65%,-502.52,-10.05%,279.72,5000,-3128.94,168,-2.99,-11.71%,12.94%,0/0
ETN,Long (trail),3/2/1994,12.751,4/8/1994,10.6958,-16.12%,-680.19,-16.61%,321.224,4095.94,-3809.13,126,-5.4,-16.12%,4.85%,0/0
LOW,Long (trail),1/12/1993,3.27341,5/8/1994,3.77496,15.32%,746.11,14.92%,1527.46,5000,-3063.02,172,4.34,-1.43%,44.15%,0/0
JWN,Long (trail),1/12/1993,8.05408,22/9/1994,8.96454,11.30%,522.61,10.89%,595.971,4800,-2540.42,205,2.55,-10.14%,39.13%,0/0
CCL,Long (trail),1/12/1993,11.9954,23/9/1994,10.3117,-14.04%,-721.8,-14.44%,416.828,5000,-3262.22,206,-3.5,-14.04%,7.46%,0/0
HST,Long (trail),31/3/1994,7.00592,4/10/1994,6.65563,-5.00%,-276.83,-5.39%,733.19,5136.67,-3539.05,129,-2.15,-12.50%,18.75%,0/0
NUE,Long (trail),1/12/1993,11.9994,14/11/1994,13.1027,9.19%,439.72,8.79%,416.686,5000,-3099.33,242,1.82,-7.58%,36.49%,0/0
UNH,Long (trail),1/9/1994,6.5625,7/12/1994,5.5375,-15.62%,-815.07,-16.01%,775.674,5090.36,-3914.4,68,-11.99,-15.62%,5.48%,0/0
ORCL,Long (trail),1/9/1994,2.09259,9/12/1994,1.83704,-12.21%,-641.65,-12.61%,2432.56,5090.36,-4556.05,70,-9.17,-12.21%,9.73%,0/0
ADBE,Long (trail),1/9/1994,3.73186,9/12/1994,3.79972,1.82%,72.55,1.43%,1364.03,5090.36,-4483.5,70,1.04,-1.65%,27.27%,0/0
WMB,Long (trail),1/9/1994,7.70181,12/12/1994,6.23628,-19.03%,-988.61,-19.42%,660.931,5090.36,-5472.11,71,-13.92,-19.03%,1.21%,0/0
MCHP,Long (trail),1/9/1994,4.77366,19/12/1994,5.00412,4.83%,225.74,4.43%,1066.34,5090.36,-5246.37,76,2.97,-4.14%,31.03%,0/0
CHK,Long (trail),2/2/1995,2.7318,26/4/1995,4.79116,75.38%,3777.27,74.99%,1843.91,5037.19,-1469.1,58,65.13,-13.46%,119.23%,0/0
SYK,Long (trail),1/9/1994,4.40625,31/5/1995,4.8375,9.79%,195.38,8.88%,499.44,2200.66,-1273.72,188,1.04,-7.09%,37.23%,0/0
FAST,Long (trail),1/9/1994,2.35502,8/6/1995,2.9658,25.94%,1300.21,25.54%,2161.5,5090.36,26.49,194,6.7,-3.87%,57.42%,0/0
AN,Long (trail),1/6/1995,6.14982,31/7/1995,9.56889,55.60%,2782.33,55.20%,819.617,5040.5,2808.82,42,66.25,-13.76%,94.50%,0/0
AN,Long (trail),1/8/1995,10.607,10/8/1995,9.65916,-8.94%,-681.3,-9.21%,697.665,7400.15,2127.53,8,-85.16,-8.94%,13.83%,0/0
MSFT,Long (trail),1/9/1994,3.15668,29/8/1995,4.9157,55.72%,2816.54,55.33%,1612.57,5090.36,4944.07,251,11.22,-4.01%,94.65%,0/0
ADI,Long (trail),1/9/1994,5.35411,29/8/1995,7.89992,47.55%,2400.4,47.16%,950.739,5090.36,7344.47,251,9.56,-8.95%,84.44%,0/0
XLNX,Long (trail),28/9/1994,4.04167,27/9/1995,11.1,174.64%,7960.14,174.20%,1130.6,4569.5,15304.61,253,31.46,-7.22%,243.30%,0/0
MU,Long (trail),1/11/1994,10.25,27/9/1995,37.9,269.76%,13089.71,269.34%,474.13,4859.84,28394.32,229,57.16,-7.32%,362.20%,0/0
LRCX,Long (trail),30/8/1995,19.9167,4/10/1995,17.8667,-10.29%,-784.76,-10.56%,373.053,7429.98,27609.56,25,-31.39,-10.29%,12.13%,0/0
QCOM,Long (trail),27/9/1995,2.51518,9/10/1995,2.26441,-9.97%,-791.81,-10.23%,3077.81,7741.23,26817.74,9,-87.98,-9.97%,12.54%,0/0
MU,Long (trail),28/9/1995,41.3125,9/10/1995,33.65,-18.55%,-1436.04,-18.81%,184.801,7634.58,25381.71,8,-179.5,-18.55%,1.82%,0/0
IDXX,Long (trail),2/2/1995,4.625,10/10/1995,8.95,93.51%,3321.94,92.95%,772.704,3573.76,28703.65,174,19.09,-1.35%,141.89%,0/0
VTR,Long (trail),26/4/1995,15.2144,10/10/1995,14.2329,-6.45%,-418.07,-6.78%,405.536,6170,28285.59,117,-3.57,-8.87%,16.94%,0/0
SYMC,Long (trail),9/10/1995,2.60389,27/10/1995,2.44539,-6.09%,-476.31,-6.35%,2878.94,7496.46,27809.28,15,-31.75,-7.25%,17.39%,0/0
MU,Long (trail),10/10/1995,33.8125,7/11/1995,30.95,-8.47%,-642.27,-8.74%,217.386,7350.36,27167.01,21,-30.58,-11.28%,14.42%,0/0
XLNX,Long (trail),10/10/1995,10.7813,8/11/1995,9.8,-9.10%,-688.99,-9.37%,681.772,7350.36,26478.02,22,-31.32,-14.78%,13.62%,0/0
BIIB,Long (trail),2/11/1995,2.20833,14/11/1995,2.06667,-6.42%,-508.71,-6.68%,3449.73,7618.15,25969.31,9,-56.52,-6.42%,16.98%,0/0
TWX,Long (trail),6/10/1995,3.91335,21/11/1995,4.38047,11.94%,880.49,11.67%,1927.72,7543.85,26849.8,33,26.68,-10.67%,39.92%,0/0
INTU,Long (trail),8/11/1995,13.1458,21/11/1995,11.7,-11.00%,-852.58,-11.26%,575.849,7570.02,25997.22,10,-85.26,-11.00%,11.25%,0/0
QCOM,Long (trail),10/10/1995,2.43259,7/12/1995,2.28243,-6.17%,-473.73,-6.44%,3021.62,7350.36,25523.5,42,-11.28,-13.89%,17.28%,0/0
INTU,Long (trail),22/11/1995,12.0417,18/12/1995,11.7,-2.84%,-230.3,-3.11%,615.516,7411.84,25293.2,18,-12.79,-2.84%,21.45%,0/0
TWX,Long (trail),22/11/1995,4.14536,18/12/1995,4.57846,10.45%,754.37,10.18%,1787.98,7411.84,26047.57,18,41.91,-1.31%,38.06%,0/0
BIIB,Long (trail),15/11/1995,2.08333,2/1/1996,3.10417,49.00%,3646.75,48.73%,3591.91,7483.15,29694.31,32,113.96,-4.00%,89.00%,0/0
CBS,Long (trail),1/9/1994,11.4893,5/1/1996,15.1101,31.52%,1584.24,31.12%,443.054,5090.36,31278.55,340,4.66,-1.52%,64.39%,0/0
MSFT,Long (trail),30/8/1995,5.24473,9/1/1996,4.65136,-11.31%,-860.6,-11.58%,1416.66,7429.98,30417.95,91,-9.46,-13.81%,10.86%,0/0
ITW,Long (trail),25/3/1994,10.7813,11/1/1996,13.1,21.51%,901.38,21.04%,397.361,4284.05,31319.33,454,1.99,-14.20%,51.88%,0/0
AN,Long (trail),11/8/1995,9.9864,12/1/1996,13.0444,30.62%,2179.4,30.34%,719.23,7182.52,33498.72,107,20.37,-14.69%,63.28%,0/0
INTU,Long (trail),10/1/1996,9.60417,17/1/1996,9.05,-5.77%,-468.49,-6.03%,809.293,7772.58,33030.24,6,-78.08,-5.77%,17.79%,0/0
INTU,Long (trail),18/1/1996,9.04167,14/2/1996,9.1,0.65%,30.32,0.39%,862.661,7799.89,33060.56,20,1.52,-8.29%,25.81%,0/0
BIIB,Long (trail),3/1/1996,3.39583,7/3/1996,3.08333,-9.20%,-768.68,-9.45%,2395.78,8135.66,32291.88,46,-16.71,-13.50%,13.50%,0/0
HOLX,Long (trail),18/12/1995,3.98438,26/3/1996,5.35,34.27%,2642.91,34.02%,1949.95,7769.35,34934.78,69,38.3,-2.75%,67.84%,0/0
CSCO,Long (trail),18/12/1995,3.9375,26/3/1996,4.53333,15.13%,1155.68,14.87%,1973.17,7769.35,36090.46,69,16.75,-9.88%,43.92%,0/0
BSX,Long (trail),1/9/1994,4.125,10/4/1996,10.325,150.30%,7630.97,149.91%,1234.03,5090.36,43721.43,406,18.8,-9.09%,212.88%,0/0
BIIB,Long (trail),8/3/1996,2.83333,17/4/1996,3.9,37.65%,3095.86,37.41%,2921.12,8276.51,46817.3,28,110.57,-6.62%,72.06%,0/0
LNC,Long (trail),8/12/1995,24.625,6/5/1996,22.8,-7.41%,-592.46,-7.67%,313.678,7724.33,46224.83,103,-5.75,-7.41%,15.74%,0/0
ADSK,Long (trail),12/4/1996,10.5938,17/5/1996,8.85,-16.46%,-1332.86,-16.71%,752.894,7975.97,44891.97,26,-51.26,-16.46%,4.42%,0/0
BIIB,Long (trail),18/4/1996,4.27083,28/5/1996,4.35,1.85%,128.75,1.60%,1878.99,8024.85,45020.73,28,4.6,-4.39%,27.32%,0/0
HOLX,Long (trail),27/3/1996,5.65625,30/5/1996,9.2,62.65%,5152.57,62.41%,1459.63,8256.04,50173.3,45,114.5,-7.18%,103.31%,0/0
LRCX,Long (trail),17/5/1996,14.6667,5/6/1996,11.5833,-21.02%,-1853.76,-21.25%,594.733,8722.75,48319.53,13,-142.6,-21.02%,2.27%,0/0
AN,Long (trail),15/1/1996,13.6537,18/6/1996,24.6444,80.50%,6246.91,80.24%,570.202,7785.39,54566.45,109,57.31,-12.81%,125.62%,0/0
REGN,Long (trail),30/5/1996,18.125,18/6/1996,15.9,-12.28%,-1074.61,-12.51%,473.982,8590.93,53491.84,14,-76.76,-12.28%,9.66%,0/0
DLTR,Long (trail),10/6/1996,3.64198,25/6/1996,3.00247,-17.56%,-1541.4,-17.79%,2379.03,8664.37,51950.43,12,-128.45,-17.56%,3.05%,0/0
BBBY,Long (trail),21/6/1996,6.375,8/7/1996,5.425,-14.90%,-1288.27,-15.14%,1335.02,8510.73,50662.17,11,-117.12,-14.90%,6.37%,0/0
AN,Long (trail),19/6/1996,24.3736,11/7/1996,22.3876,-8.15%,-711.47,-8.38%,348.174,8486.26,49950.7,16,-44.47,-8.33%,14.81%,0/0
LUK,Long (trail),14/11/1994,4.55298,12/7/1996,4.80916,5.63%,266.95,5.23%,1120.08,5099.69,50217.64,420,0.64,-5.01%,32.03%,0/0
MAT,Long (trail),1/12/1993,15.296,15/7/1996,23.3,52.33%,2596.37,51.93%,326.883,5000,52814.01,662,3.92,-13.39%,90.41%,0/0
DIS,Long (trail),1/2/1995,16.7653,15/7/1996,18.3761,9.61%,461.48,9.21%,298.908,5011.28,53275.49,367,1.26,-0.98%,37.01%,0/0
URBN,Long (trail),11/7/1996,2.51563,15/7/1996,2.125,-15.53%,-1302.51,-15.77%,3283.23,8259.37,51972.98,3,-434.17,-15.53%,5.59%,0/0
OXY,Long (trail),1/9/1994,10.4315,16/7/1996,10.4555,0.23%,-8.3,-0.16%,487.979,5090.36,51964.68,473,-0.02,-17.24%,25.29%,0/0
LLY,Long (trail),28/5/1996,30.6875,16/7/1996,26.9,-12.34%,-1106.8,-12.57%,286.943,8805.56,50857.88,35,-31.62,-12.34%,9.57%,0/0
HOLX,Long (trail),9/7/1996,10,16/7/1996,8.05,-19.50%,-1640.26,-19.74%,830.903,8309.03,49217.62,6,-273.38,-19.50%,0.63%,0/0
AN,Long (trail),12/7/1996,21.8911,16/7/1996,17.7837,-18.76%,-1552.43,-19.01%,373.09,8167.35,47665.19,3,-517.48,-18.76%,1.55%,0/0
CHK,Long (trail),17/7/1996,28.9597,24/7/1996,24.2316,-16.33%,-1283.79,-16.58%,267.292,7740.71,46381.4,6,-213.96,-16.33%,7.96%,0/0
HOLX,Long (trail),17/7/1996,9.125,24/7/1996,7.5625,-17.12%,-1345.46,-17.38%,848.297,7740.71,45035.94,6,-224.24,-17.12%,8.90%,0/0
CHK,Long (trail),25/7/1996,25.3545,1/8/1996,22.6004,-10.86%,-844.33,-11.13%,299.307,7588.79,44191.61,6,-140.72,-10.86%,11.42%,0/0
CHK,Long (trail),2/8/1996,25.8865,12/8/1996,21.8912,-15.43%,-1243.48,-15.69%,306.232,7927.27,42948.13,7,-177.64,-15.43%,5.71%,0/0
URBN,Long (trail),16/7/1996,2.15625,21/8/1996,2.475,14.78%,1158.45,14.53%,3697.09,7971.86,44106.58,27,42.91,-14.49%,43.48%,0/0
HOLX,Long (trail),25/7/1996,8.78125,19/9/1996,8.9,1.35%,82.62,1.09%,864.204,7588.79,44189.2,40,2.07,-9.61%,26.69%,0/0
AME,Long (trail),23/9/1994,2.02379,16/10/1996,2.15065,6.27%,295.39,5.87%,2486.09,5031.31,44484.6,523,0.56,-5.97%,32.84%,0/0
URBN,Long (trail),22/8/1996,2.6875,21/10/1996,2.375,-11.63%,-981.12,-11.87%,3075.57,8265.59,43503.48,42,-23.36,-11.63%,10.47%,0/0
MCO,Long (trail),9/11/1995,9.60905,4/11/1996,7.59753,-20.93%,-1607.4,-21.20%,789.154,7583.02,41896.09,250,-6.43,-20.93%,9.09%,0/0
EA,Long (trail),24/10/1996,9.375,11/12/1996,7.65,-18.40%,-1648.63,-18.63%,944.131,8851.22,40247.46,34,-48.49,-18.40%,2.00%,0/0
MHK,Long (trail),15/7/1996,12.25,16/12/1996,14.8667,21.36%,1729.47,21.12%,668.585,8190.16,41976.93,109,15.87,-10.88%,51.70%,0/0
TIF,Long (trail),18/7/1996,8.65625,16/12/1996,8.45,-2.38%,-207.01,-2.64%,906.727,7848.86,41769.92,106,-1.95,-10.83%,22.02%,0/0
ORLY,Long (trail),7/5/1996,4.8125,19/12/1996,4.05,-15.84%,-1333.77,-16.09%,1722.98,8291.83,40436.14,159,-8.39,-15.84%,5.19%,0/0
TWX,Long (trail),20/12/1996,4.47019,27/1/1997,4.29385,-3.94%,-294.47,-4.23%,1556.55,6958.06,40141.67,25,-11.78,-12.11%,20.07%,0/0
RIG,Long (trail),17/12/1996,32.7436,4/2/1997,30.401,-7.15%,-647.56,-7.38%,267.885,8771.54,39494.12,34,-19.05,-7.15%,16.06%,0/0
LRCX,Long (trail),17/12/1996,9.54167,5/2/1997,11.5333,20.87%,1814.75,20.65%,921.216,8789.94,41308.87,35,51.85,-5.24%,51.09%,0/0
AN,Long (trail),17/7/1996,19.9728,10/2/1997,32.0468,60.45%,4659.41,60.19%,387.563,7740.71,45968.28,145,32.13,-12.99%,100.56%,0/0
NTAP,Long (trail),11/2/1997,2.8125,26/2/1997,2.5,-11.11%,-1089.48,-11.32%,3422.35,9625.36,44878.79,11,-99.04,-11.11%,11.11%,0/0
WDC,Long (trail),18/7/1996,11.8125,27/2/1997,30.9,161.59%,12662.76,161.33%,664.454,7848.86,57541.55,156,81.17,-7.94%,226.98%,0/0
LRCX,Long (trail),6/2/1997,12.25,18/3/1997,11.0667,-9.66%,-945.92,-9.87%,782.469,9585.25,56595.63,28,-33.78,-9.66%,12.93%,0/0
EXPD,Long (trail),25/6/1996,1.96094,27/3/1997,2.8875,47.25%,4045.04,47.02%,4387.23,8603.08,60640.67,192,21.07,-13.15%,84.06%,0/0
CAH,Long (trail),13/12/1993,7.27619,2/4/1997,16.6906,129.39%,5454.65,128.91%,581.521,4231.26,66095.33,835,6.53,-2.92%,186.73%,0/0
PBCT,Long (trail),24/9/1996,3.56261,14/4/1997,4.11993,15.64%,1315.36,15.41%,2396.03,8536.13,67410.68,140,9.4,-5.45%,44.55%,0/0
PRGO,Long (trail),26/2/1997,12.8742,14/4/1997,10.2993,-20.00%,-1989.53,-20.20%,764.917,9847.68,65421.15,33,-60.29,-20.00%,0.00%,0/0
WDC,Long (trail),8/4/1997,33.875,22/4/1997,28.2,-16.75%,-1588.75,-16.97%,276.431,9364.12,63832.4,11,-144.43,-16.75%,4.06%,0/0
QCOM,Long (trail),17/4/1997,3.1008,22/4/1997,2.54671,-17.87%,-1672.45,-18.09%,2982.28,9247.47,62159.95,4,-418.11,-17.87%,2.66%,0/0
INTC,Long (trail),31/3/1997,17.3906,23/10/1997,20.4,17.30%,1615.13,17.09%,543.347,9449.15,63775.08,146,11.06,-7.82%,46.63%,0/0
EXPD,Long (trail),23/4/1997,3.3125,23/10/1997,4.875,47.17%,4290.15,46.95%,2758.49,9137.51,68065.23,129,33.26,-7.55%,83.96%,0/0
LLTC,Long (trail),25/10/1996,8.6875,24/10/1997,15,72.66%,2712.05,72.13%,432.801,3759.95,70777.28,253,10.72,-7.19%,115.83%,0/0
MO,Long (trail),17/4/1997,9.77713,27/10/1997,9.04311,-7.51%,-714.26,-7.72%,945.826,9247.47,70063.03,135,-5.29,-10.21%,15.62%,0/0
IR,Long (trail),26/3/1996,11.1068,28/10/1997,14.4655,30.24%,2501.11,30.00%,750.629,8337.11,72564.13,404,6.19,-10.78%,66.17%,0/0
KSS,Long (trail),12/8/1996,9.8125,28/10/1997,14.5,47.77%,3759.42,47.52%,806.276,7911.58,76323.55,308,12.21,-12.10%,90.45%,0/0
TWX,Long (trail),4/2/1997,4.93422,28/10/1997,8.66969,75.71%,6130.29,75.46%,1646.46,8123.98,82453.84,186,32.96,-16.61%,128.53%,0/0
TJX,Long (trail),18/3/1997,2.85938,28/10/1997,3.25,13.66%,1308.75,13.46%,3401.6,9726.46,83762.59,157,8.34,-9.84%,43.72%,0/0
EXPD,Long (trail),24/10/1997,4.72656,28/10/1997,4.1,-13.26%,-1638.65,-13.42%,2583.37,12210.48,82123.95,3,-546.22,-13.26%,8.43%,0/0
ETFC,Long (trail),28/10/1997,80,11/11/1997,69.75,-12.81%,-1478.88,-12.99%,142.33,11386.4,80645.07,11,-134.44,-18.36%,8.98%,0/0
TXN,Long (trail),27/10/1997,12.8438,12/11/1997,12.1875,-5.11%,-640.38,-5.27%,945.337,12141.67,80004.69,13,-49.26,-5.11%,18.61%,0/0
YHOO,Long (trail),28/10/1997,2.69531,12/11/1997,2.7875,3.42%,369.45,3.24%,4224.52,11386.4,80374.13,12,30.79,-20.87%,29.28%,0/0
AFL,Long (trail),1/9/1994,5.95833,13/11/1997,11.575,94.27%,4778.47,93.87%,854.326,5090.36,85152.6,811,5.89,-11.54%,142.83%,0/0
TWX,Long (trail),29/10/1997,9.68283,13/11/1997,8.58771,-11.31%,-1308.31,-11.49%,1176.41,11390.97,83844.29,12,-109.03,-11.31%,10.86%,0/0
ETFC,Long (trail),12/11/1997,63.125,13/11/1997,53.75,-14.85%,-1740.34,-15.02%,183.503,11583.62,82103.95,2,-870.17,-14.85%,6.44%,0/0
BWA,Long (trail),27/2/1997,4.96875,14/11/1997,6.15,23.77%,2304.13,23.57%,1967.52,9776.11,84408.08,183,12.59,-1.26%,54.72%,0/0
NOV,Long (trail),14/11/1997,15.9573,19/11/1997,13.3601,-16.28%,-1834.26,-16.46%,698.545,11146.89,82573.83,4,-458.56,-16.28%,4.66%,0/0
HAL,Long (trail),1/2/1995,8.64404,15/12/1997,25.3,192.69%,9636.1,192.29%,579.739,5011.28,92209.93,727,13.25,-5.86%,265.86%,0/0
CTXS,Long (trail),29/10/1997,12.1979,15/12/1997,11.2667,-7.63%,-889.64,-7.81%,933.846,11390.97,91320.29,33,-26.96,-12.55%,15.46%,0/0
AN,Long (trail),14/11/1997,24.3736,16/12/1997,20.2211,-17.04%,-1919.1,-17.22%,457.335,11146.89,89401.19,22,-87.23,-17.04%,3.70%,0/0
TAP,Long (trail),23/10/1997,16.8438,19/12/1997,16.3438,-2.97%,-389.28,-3.13%,738.552,12439.98,89011.92,41,-9.49,-4.27%,21.71%,0/0
CERN,Long (trail),11/11/1997,3.125,23/12/1997,2.59375,-17.00%,-2005.72,-17.17%,3737.83,11680.73,87006.19,30,-66.86,-17.00%,3.75%,0/0
HOLX,Long (trail),12/11/1997,6.46875,23/12/1997,5.7375,-11.30%,-1329.45,-11.48%,1790.7,11583.62,85676.74,29,-45.84,-11.30%,10.87%,0/0
SYMC,Long (trail),17/11/1997,2.40892,23/12/1997,2.23406,-7.26%,-778.76,-7.45%,4339.46,10453.38,84897.98,26,-29.95,-7.26%,15.93%,0/0
CA,Long (trail),23/12/1997,49,21/1/1998,45.2,-7.76%,-894.29,-7.93%,230.076,11273.73,84003.69,19,-47.07,-7.76%,15.31%,0/0
CTXS,Long (trail),16/12/1997,11.4792,24/2/1998,10.45,-8.97%,-1034.29,-9.14%,985.547,11313.25,82969.4,47,-22.01,-13.61%,13.79%,0/0
VNO,Long (trail),24/10/1997,37.6765,3/3/1998,33.1803,-11.93%,-1477.16,-12.10%,324.087,12210.48,81492.23,88,-16.79,-11.93%,10.08%,0/0
BIIB,Long (trail),16/12/1997,5.64583,15/4/1998,6.31667,11.88%,1324.23,11.71%,2003.82,11313.25,82816.47,82,16.15,-9.23%,39.85%,0/0
DHI,Long (trail),15/12/1997,5.09685,27/4/1998,5.28971,3.78%,412.37,3.61%,2241.98,11427.02,83228.84,91,4.53,-10.81%,29.73%,0/0
WFM,Long (trail),28/10/1997,4.5437,29/4/1998,6.68594,47.15%,5348.41,46.97%,2505.98,11386.4,88577.25,126,42.45,-8.20%,83.93%,0/0
LRCX,Long (trail),27/4/1998,10.1042,15/5/1998,8.63333,-14.56%,-1743.43,-14.73%,1171.73,11839.4,86833.82,15,-116.23,-14.56%,6.80%,0/0
BBY,Long (trail),19/12/1997,3.52562,27/5/1998,6.55049,85.80%,9645.82,85.62%,3195.46,11265.98,96479.64,108,89.31,-8.25%,133.01%,0/0
YHOO,Long (trail),13/11/1997,2.85547,1/6/1998,6.48125,126.98%,14348.74,126.80%,3962.94,11316.04,110828.37,136,105.51,-8.07%,183.72%,0/0
EXPD,Long (trail),15/4/1998,6.01563,15/6/1998,4.8125,-20.00%,-2547.5,-20.16%,2100.78,12637.49,108280.88,43,-59.24,-20.00%,0.00%,0/0
EQR,Long (trail),11/12/1996,18.2655,27/7/1998,18.7448,2.62%,168.99,2.35%,394.327,7202.6,108449.87,409,0.41,-7.29%,28.28%,0/0
INTU,Long (trail),20/5/1998,8.13542,27/7/1998,9.05833,11.34%,1466.72,11.19%,1610.9,13105.34,109916.58,47,31.21,-7.81%,39.18%,0/0
AN,Long (trail),29/4/1998,25.2199,30/7/1998,20.3113,-19.46%,-2579.43,-19.62%,521.421,13150.17,107337.15,65,-39.68,-19.46%,0.67%,0/0
HD,Long (trail),14/2/1996,10.3889,5/8/1998,26.1333,151.55%,12658.06,151.31%,805.24,8365.55,119995.21,625,20.25,-9.09%,214.44%,0/0
AMZN,Long (trail),27/7/1998,20.9271,5/8/1998,16.9833,-18.85%,-2571.71,-18.99%,647.026,13540.37,117423.5,8,-321.46,-18.85%,1.44%,0/0
FMC,Long (trail),27/5/1998,9.96347,6/8/1998,8.12771,-18.42%,-2381.78,-18.58%,1286.54,12818.39,115041.73,51,-46.7,-18.42%,1.97%,0/0
NTRS,Long (trail),22/4/1997,21,21/8/1998,33.3,58.57%,5328.48,58.35%,434.836,9131.55,120370.21,338,15.76,-4.46%,98.21%,0/0
ETFC,Long (trail),27/7/1998,67.5,21/8/1998,59.75,-11.48%,-1574.64,-11.63%,200.598,13540.37,118795.57,20,-78.73,-11.57%,10.65%,0/0
HIG,Long (trail),4/11/1996,32.1875,27/8/1998,48,49.13%,2915.6,48.79%,185.65,5975.62,121711.17,458,6.37,-1.55%,86.41%,0/0
RHI,Long (trail),17/6/1998,28.6875,27/8/1998,23.475,-18.17%,-2363.07,-18.33%,449.51,12895.33,119348.1,51,-46.33,-18.17%,2.29%,0/0
AMZN,Long (trail),6/8/1998,18.25,28/8/1998,18.3333,0.46%,38.47,0.30%,701.629,12804.73,119386.56,17,2.26,-5.88%,25.57%,0/0
CHD,Long (trail),27/1/1997,2.10417,31/8/1998,2.29583,9.11%,586.98,8.81%,3166.85,6663.59,119973.54,403,1.46,-4.95%,36.39%,0/0
CSCO,Long (trail),21/1/1998,9.89583,31/8/1998,14.0333,41.81%,4319.7,41.62%,1048.87,10379.44,124293.24,155,27.87,-6.00%,77.26%,0/0
